Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
22.00;4.65;2026-03-28T09:29:41.7319474+01:00;22.79;0.01;-4.53;29.7;5.604;3.642;30.567;-23.799;14.214;-15.531;94.575;-28.237;98.701;"2026-03-28T09:29:41.803+01:00|W1|2.1|2.03|0.26|2.03|0.31;2026-03-28T09:29:41.803+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:41.803+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:41.803+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:41.803+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:41.803+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:41.803+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:41.803+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:41.803+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:41.803+01:00|W10|0.8|0.43|0.48|0.43|0.63;2026-03-28T09:29:41.803+01:00|W11|1.1|0.43|0.10|0.43|1.05;2026-03-28T09:29:41.803+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
23.00;4.70;2026-03-28T09:29:41.7694152+01:00;23.77;0.01;-4.83;29.3;5.301;3.747;31.148;-23.423;13.961;-15.379;94.538;-29.017;98.892;"2026-03-28T09:29:41.803+01:00|W1|2.1|2.03|0.26|2.03|0.31;2026-03-28T09:29:41.803+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:41.803+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:41.803+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:41.803+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:41.803+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:41.803+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:41.803+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:41.803+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:41.803+01:00|W10|0.8|0.43|0.48|0.43|0.63;2026-03-28T09:29:41.803+01:00|W11|1.1|0.43|0.10|0.43|1.05;2026-03-28T09:29:41.803+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
24.00;4.77;2026-03-28T09:29:41.8069298+01:00;24.76;0.01;-5.13;28.9;4.997;3.852;31.729;-23.046;13.708;-15.226;94.502;-29.799;99.088;"2026-03-28T09:29:41.803+01:00|W1|2.1|2.03|0.26|2.03|0.31;2026-03-28T09:29:41.803+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:41.803+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:41.803+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:41.803+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:41.803+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:41.803+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:41.803+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:41.803+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:41.803+01:00|W10|0.8|0.43|0.48|0.43|0.63;2026-03-28T09:29:41.803+01:00|W11|1.1|0.43|0.10|0.43|1.05;2026-03-28T09:29:41.803+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
25.00;4.83;2026-03-28T09:29:41.8442694+01:00;25.74;0.01;-5.44;28.3;4.974;4.065;32.214;-22.786;13.304;-15.058;94.491;-30.461;99.280;"2026-03-28T09:29:41.803+01:00|W1|2.1|2.03|0.26|2.03|0.31;2026-03-28T09:29:41.803+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:41.803+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:41.803+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:41.803+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:41.803+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:41.803+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:41.803+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:41.803+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:41.803+01:00|W10|0.8|0.43|0.48|0.43|0.63;2026-03-28T09:29:41.803+01:00|W11|1.1|0.43|0.10|0.43|1.05;2026-03-28T09:29:41.803+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
26.00;4.89;2026-03-28T09:29:41.8814673+01:00;26.72;0.01;-5.76;27.5;5.242;4.374;32.273;-22.725;12.708;-14.901;94.482;-31.085;99.464;"2026-03-28T09:29:41.803+01:00|W1|2.1|2.03|0.26|2.03|0.31;2026-03-28T09:29:41.803+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:41.803+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:41.803+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:41.803+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:41.803+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:41.803+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:41.803+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:41.803+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:41.803+01:00|W10|0.8|0.43|0.48|0.43|0.63;2026-03-28T09:29:41.803+01:00|W11|1.1|0.43|0.10|0.43|1.05;2026-03-28T09:29:41.803+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
27.00;4.94;2026-03-28T09:29:41.9186783+01:00;27.69;0.01;-6.09;26.6;5.762;4.721;31.031;-23.062;11.851;-14.828;94.398;-31.921;99.649;"2026-03-28T09:29:41.803+01:00|W1|2.1|2.03|0.26|2.03|0.31;2026-03-28T09:29:41.803+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:41.803+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:41.803+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:41.803+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:41.803+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:41.803+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:41.803+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:41.803+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:41.803+01:00|W10|0.8|0.43|0.48|0.43|0.63;2026-03-28T09:29:41.803+01:00|W11|1.1|0.43|0.10|0.43|1.05;2026-03-28T09:29:41.803+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
28.00;4.99;2026-03-28T09:29:41.9555794+01:00;28.66;0.01;-6.43;26.5;6.395;5.066;30.414;-23.559;10.867;-14.932;94.159;-32.338;99.558;"2026-03-28T09:29:42.050+01:00|W1|2.0|1.97|0.22|1.97|0.44;2026-03-28T09:29:42.050+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:42.050+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:42.050+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:42.050+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:42.050+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:42.050+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:42.050+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:42.050+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:42.050+01:00|W10|0.8|0.49|0.47|0.49|0.59;2026-03-28T09:29:42.050+01:00|W11|1.1|0.40|0.11|0.40|1.07;2026-03-28T09:29:42.050+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
29.00;5.04;2026-03-28T09:29:41.5609006+01:00;29.62;0.01;-6.77;26.0;7.046;5.244;29.893;-23.896;9.862;-15.167;93.946;-32.784;99.503;"2026-03-28T09:29:41.556+01:00|W1|2.0|2.02|0.22|2.02|0.22;2026-03-28T09:29:41.556+01:00|W2|1.3|1.13|0.17|1.13|0.25;2026-03-28T09:29:41.556+01:00|W3|1.6|1.48|0.16|1.48|0.49;2026-03-28T09:29:41.556+01:00|W4|1.4|0.96|0.04|0.96|0.99;2026-03-28T09:29:41.556+01:00|W5|1.1|0.96|0.04|0.96|0.44;2026-03-28T09:29:41.556+01:00|W6|1.5|1.16|0.36|1.16|0.90;2026-03-28T09:29:41.556+01:00|W7|1.7|1.60|0.02|1.60|0.41;2026-03-28T09:29:41.556+01:00|W8|1.4|0.43|0.16|0.43|1.33;2026-03-28T09:29:41.556+01:00|W9|1.0|0.47|0.05|0.47|0.81;2026-03-28T09:29:41.556+01:00|W10|0.9|0.51|0.40|0.51|0.62;2026-03-28T09:29:41.556+01:00|W11|1.0|0.35|0.01|0.35|0.98;2026-03-28T09:29:41.556+01:00|W12|1.3|0.04|0.02|0.04|1.29"
30.00;5.09;2026-03-28T09:29:41.0213596+01:00;30.58;-0.00;-7.10;24.8;7.698;5.261;29.370;-24.054;8.855;-15.502;93.780;-33.320;99.525;"2026-03-28T09:29:41.051+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:41.051+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:41.051+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:41.051+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:41.051+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:41.051+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:41.051+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:41.051+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:41.051+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:41.051+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:41.051+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:41.051+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
31.00;5.15;2026-03-28T09:29:41.9048705+01:00;31.55;-0.01;-7.44;23.6;8.351;5.279;28.846;-24.212;7.848;-15.838;93.615;-33.857;99.550;"2026-03-28T09:29:41.803+01:00|W1|2.1|2.03|0.26|2.03|0.31;2026-03-28T09:29:41.803+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:41.803+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:41.803+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:41.803+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:41.803+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:41.803+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:41.803+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:41.803+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:41.803+01:00|W10|0.8|0.43|0.48|0.43|0.63;2026-03-28T09:29:41.803+01:00|W11|1.1|0.43|0.10|0.43|1.05;2026-03-28T09:29:41.803+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
32.00;5.20;2026-03-28T09:29:42.1034243+01:00;32.51;-0.01;-7.79;23.2;8.597;5.078;29.045;-25.506;7.082;-16.235;93.473;-34.414;99.608;"2026-03-28T09:29:42.050+01:00|W1|2.0|1.97|0.22|1.97|0.44;2026-03-28T09:29:42.050+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:42.050+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:42.050+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:42.050+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:42.050+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:42.050+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:42.050+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:42.050+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:42.050+01:00|W10|0.8|0.49|0.47|0.49|0.59;2026-03-28T09:29:42.050+01:00|W11|1.1|0.40|0.11|0.40|1.07;2026-03-28T09:29:42.050+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
33.00;5.25;2026-03-28T09:29:42.1402135+01:00;33.46;-0.02;-8.14;23.1;8.517;4.745;29.517;-26.478;6.602;-16.675;93.344;-34.987;99.686;"2026-03-28T09:29:42.050+01:00|W1|2.0|1.97|0.22|1.97|0.44;2026-03-28T09:29:42.050+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:42.050+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:42.050+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:42.050+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:42.050+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:42.050+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:42.050+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:42.050+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:42.050+01:00|W10|0.8|0.49|0.47|0.49|0.59;2026-03-28T09:29:42.050+01:00|W11|1.1|0.40|0.11|0.40|1.07;2026-03-28T09:29:42.050+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
34.00;5.29;2026-03-28T09:29:42.1769513+01:00;34.41;-0.02;-8.51;23.4;8.157;4.314;30.115;-26.736;6.400;-17.147;93.222;-35.573;99.780;"2026-03-28T09:29:42.302+01:00|W1|2.0|1.86|0.18|1.86|0.65;2026-03-28T09:29:42.302+01:00|W2|1.3|1.25|0.07|1.25|0.22;2026-03-28T09:29:42.302+01:00|W3|1.7|1.60|0.10|1.60|0.40;2026-03-28T09:29:42.302+01:00|W4|1.3|0.93|0.02|0.93|0.92;2026-03-28T09:29:42.302+01:00|W5|1.1|0.91|0.03|0.91|0.60;2026-03-28T09:29:42.302+01:00|W6|1.4|1.13|0.25|1.13|0.85;2026-03-28T09:29:42.302+01:00|W7|1.7|1.51|0.02|1.51|0.73;2026-03-28T09:29:42.302+01:00|W8|1.4|0.45|0.11|0.45|1.30;2026-03-28T09:29:42.302+01:00|W9|1.1|0.39|0.09|0.39|0.82;2026-03-28T09:29:42.302+01:00|W10|0.9|0.63|0.40|0.63|0.52;2026-03-28T09:29:42.302+01:00|W11|1.2|0.51|0.14|0.51|1.00;2026-03-28T09:29:42.302+01:00|W12|1.3|-0.35|0.01|-0.35|1.24"
35.00;5.33;2026-03-28T09:29:42.2136401+01:00;35.37;-0.03;-8.87;23.7;7.798;3.885;30.713;-26.993;6.199;-17.618;93.100;-36.159;99.876;"2026-03-28T09:29:42.302+01:00|W1|2.0|1.86|0.18|1.86|0.65;2026-03-28T09:29:42.302+01:00|W2|1.3|1.25|0.07|1.25|0.22;2026-03-28T09:29:42.302+01:00|W3|1.7|1.60|0.10|1.60|0.40;2026-03-28T09:29:42.302+01:00|W4|1.3|0.93|0.02|0.93|0.92;2026-03-28T09:29:42.302+01:00|W5|1.1|0.91|0.03|0.91|0.60;2026-03-28T09:29:42.302+01:00|W6|1.4|1.13|0.25|1.13|0.85;2026-03-28T09:29:42.302+01:00|W7|1.7|1.51|0.02|1.51|0.73;2026-03-28T09:29:42.302+01:00|W8|1.4|0.45|0.11|0.45|1.30;2026-03-28T09:29:42.302+01:00|W9|1.1|0.39|0.09|0.39|0.82;2026-03-28T09:29:42.302+01:00|W10|0.9|0.63|0.40|0.63|0.52;2026-03-28T09:29:42.302+01:00|W11|1.2|0.51|0.14|0.51|1.00;2026-03-28T09:29:42.302+01:00|W12|1.3|-0.35|0.01|-0.35|1.24"
36.00;5.36;2026-03-28T09:29:42.2499995+01:00;36.31;-0.03;-9.25;24.0;7.221;3.329;31.732;-27.364;6.257;-17.936;93.107;-36.913;100.158;"2026-03-28T09:29:42.302+01:00|W1|2.0|1.86|0.18|1.86|0.65;2026-03-28T09:29:42.302+01:00|W2|1.3|1.25|0.07|1.25|0.22;2026-03-28T09:29:42.302+01:00|W3|1.7|1.60|0.10|1.60|0.40;2026-03-28T09:29:42.302+01:00|W4|1.3|0.93|0.02|0.93|0.92;2026-03-28T09:29:42.302+01:00|W5|1.1|0.91|0.03|0.91|0.60;2026-03-28T09:29:42.302+01:00|W6|1.4|1.13|0.25|1.13|0.85;2026-03-28T09:29:42.302+01:00|W7|1.7|1.51|0.02|1.51|0.73;2026-03-28T09:29:42.302+01:00|W8|1.4|0.45|0.11|0.45|1.30;2026-03-28T09:29:42.302+01:00|W9|1.1|0.39|0.09|0.39|0.82;2026-03-28T09:29:42.302+01:00|W10|0.9|0.63|0.40|0.63|0.52;2026-03-28T09:29:42.302+01:00|W11|1.2|0.51|0.14|0.51|1.00;2026-03-28T09:29:42.302+01:00|W12|1.3|-0.35|0.01|-0.35|1.24"
37.00;5.38;2026-03-28T09:29:42.2861077+01:00;37.24;-0.04;-9.63;24.2;6.565;2.750;32.905;-27.385;6.411;-18.108;93.134;-37.664;100.462;"2026-03-28T09:29:42.302+01:00|W1|2.0|1.86|0.18|1.86|0.65;2026-03-28T09:29:42.302+01:00|W2|1.3|1.25|0.07|1.25|0.22;2026-03-28T09:29:42.302+01:00|W3|1.7|1.60|0.10|1.60|0.40;2026-03-28T09:29:42.302+01:00|W4|1.3|0.93|0.02|0.93|0.92;2026-03-28T09:29:42.302+01:00|W5|1.1|0.91|0.03|0.91|0.60;2026-03-28T09:29:42.302+01:00|W6|1.4|1.13|0.25|1.13|0.85;2026-03-28T09:29:42.302+01:00|W7|1.7|1.51|0.02|1.51|0.73;2026-03-28T09:29:42.302+01:00|W8|1.4|0.45|0.11|0.45|1.30;2026-03-28T09:29:42.302+01:00|W9|1.1|0.39|0.09|0.39|0.82;2026-03-28T09:29:42.302+01:00|W10|0.9|0.63|0.40|0.63|0.52;2026-03-28T09:29:42.302+01:00|W11|1.2|0.51|0.14|0.51|1.00;2026-03-28T09:29:42.302+01:00|W12|1.3|-0.35|0.01|-0.35|1.24"
38.00;5.40;2026-03-28T09:29:42.3219762+01:00;38.18;-0.04;-10.02;24.2;5.913;2.214;34.070;-26.670;6.564;-18.112;93.111;-38.292;100.678;"2026-03-28T09:29:42.302+01:00|W1|2.0|1.86|0.18|1.86|0.65;2026-03-28T09:29:42.302+01:00|W2|1.3|1.25|0.07|1.25|0.22;2026-03-28T09:29:42.302+01:00|W3|1.7|1.60|0.10|1.60|0.40;2026-03-28T09:29:42.302+01:00|W4|1.3|0.93|0.02|0.93|0.92;2026-03-28T09:29:42.302+01:00|W5|1.1|0.91|0.03|0.91|0.60;2026-03-28T09:29:42.302+01:00|W6|1.4|1.13|0.25|1.13|0.85;2026-03-28T09:29:42.302+01:00|W7|1.7|1.51|0.02|1.51|0.73;2026-03-28T09:29:42.302+01:00|W8|1.4|0.45|0.11|0.45|1.30;2026-03-28T09:29:42.302+01:00|W9|1.1|0.39|0.09|0.39|0.82;2026-03-28T09:29:42.302+01:00|W10|0.9|0.63|0.40|0.63|0.52;2026-03-28T09:29:42.302+01:00|W11|1.2|0.51|0.14|0.51|1.00;2026-03-28T09:29:42.302+01:00|W12|1.3|-0.35|0.01|-0.35|1.24"
39.00;5.41;2026-03-28T09:29:42.3579068+01:00;39.11;-0.05;-10.42;24.0;5.260;1.686;35.237;-27.048;6.717;-17.955;92.989;-38.822;100.768;"2026-03-28T09:29:42.302+01:00|W1|2.0|1.86|0.18|1.86|0.65;2026-03-28T09:29:42.302+01:00|W2|1.3|1.25|0.07|1.25|0.22;2026-03-28T09:29:42.302+01:00|W3|1.7|1.60|0.10|1.60|0.40;2026-03-28T09:29:42.302+01:00|W4|1.3|0.93|0.02|0.93|0.92;2026-03-28T09:29:42.302+01:00|W5|1.1|0.91|0.03|0.91|0.60;2026-03-28T09:29:42.302+01:00|W6|1.4|1.13|0.25|1.13|0.85;2026-03-28T09:29:42.302+01:00|W7|1.7|1.51|0.02|1.51|0.73;2026-03-28T09:29:42.302+01:00|W8|1.4|0.45|0.11|0.45|1.30;2026-03-28T09:29:42.302+01:00|W9|1.1|0.39|0.09|0.39|0.82;2026-03-28T09:29:42.302+01:00|W10|0.9|0.63|0.40|0.63|0.52;2026-03-28T09:29:42.302+01:00|W11|1.2|0.51|0.14|0.51|1.00;2026-03-28T09:29:42.302+01:00|W12|1.3|-0.35|0.01|-0.35|1.24"
40.00;5.42;2026-03-28T09:29:42.3932370+01:00;40.02;-0.05;-10.81;23.9;4.618;1.260;36.384;-26.860;6.867;-17.787;92.935;-39.438;100.957;"2026-03-28T09:29:42.302+01:00|W1|2.0|1.86|0.18|1.86|0.65;2026-03-28T09:29:42.302+01:00|W2|1.3|1.25|0.07|1.25|0.22;2026-03-28T09:29:42.302+01:00|W3|1.7|1.60|0.10|1.60|0.40;2026-03-28T09:29:42.302+01:00|W4|1.3|0.93|0.02|0.93|0.92;2026-03-28T09:29:42.302+01:00|W5|1.1|0.91|0.03|0.91|0.60;2026-03-28T09:29:42.302+01:00|W6|1.4|1.13|0.25|1.13|0.85;2026-03-28T09:29:42.302+01:00|W7|1.7|1.51|0.02|1.51|0.73;2026-03-28T09:29:42.302+01:00|W8|1.4|0.45|0.11|0.45|1.30;2026-03-28T09:29:42.302+01:00|W9|1.1|0.39|0.09|0.39|0.82;2026-03-28T09:29:42.302+01:00|W10|0.9|0.63|0.40|0.63|0.52;2026-03-28T09:29:42.302+01:00|W11|1.2|0.51|0.14|0.51|1.00;2026-03-28T09:29:42.302+01:00|W12|1.3|-0.35|0.01|-0.35|1.24"
41.00;5.42;2026-03-28T09:29:42.4280288+01:00;40.93;-0.06;-11.21;23.7;3.986;0.912;37.514;-26.192;7.016;-17.617;92.938;-40.122;101.228;"2026-03-28T09:29:42.302+01:00|W1|2.0|1.86|0.18|1.86|0.65;2026-03-28T09:29:42.302+01:00|W2|1.3|1.25|0.07|1.25|0.22;2026-03-28T09:29:42.302+01:00|W3|1.7|1.60|0.10|1.60|0.40;2026-03-28T09:29:42.302+01:00|W4|1.3|0.93|0.02|0.93|0.92;2026-03-28T09:29:42.302+01:00|W5|1.1|0.91|0.03|0.91|0.60;2026-03-28T09:29:42.302+01:00|W6|1.4|1.13|0.25|1.13|0.85;2026-03-28T09:29:42.302+01:00|W7|1.7|1.51|0.02|1.51|0.73;2026-03-28T09:29:42.302+01:00|W8|1.4|0.45|0.11|0.45|1.30;2026-03-28T09:29:42.302+01:00|W9|1.1|0.39|0.09|0.39|0.82;2026-03-28T09:29:42.302+01:00|W10|0.9|0.63|0.40|0.63|0.52;2026-03-28T09:29:42.302+01:00|W11|1.2|0.51|0.14|0.51|1.00;2026-03-28T09:29:42.302+01:00|W12|1.3|-0.35|0.01|-0.35|1.24"
42.00;5.42;2026-03-28T09:29:42.4623516+01:00;41.82;-0.06;-11.61;23.5;3.363;0.569;38.629;-25.532;7.162;-17.449;92.940;-40.797;101.500;"2026-03-28T09:29:42.554+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.554+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.554+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.554+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.554+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.554+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.554+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.554+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.554+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.554+01:00|W10|0.9|0.60|0.35|0.60|0.63;2026-03-28T09:29:42.554+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.554+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
43.00;5.45;2026-03-28T09:29:42.4980052+01:00;42.72;-0.06;-11.97;24.0;2.715;0.283;39.787;-24.528;7.314;-17.257;92.833;-41.370;101.634;"2026-03-28T09:29:42.554+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.554+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.554+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.554+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.554+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.554+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.554+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.554+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.554+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.554+01:00|W10|0.9|0.60|0.35|0.60|0.63;2026-03-28T09:29:42.554+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.554+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
44.00;5.48;2026-03-28T09:29:42.5336808+01:00;43.62;-0.07;-12.34;24.5;2.155;0.015;40.597;-23.313;7.364;-17.040;92.654;-41.836;101.663;"2026-03-28T09:29:42.554+01:00|W1|1.9|1.78|0.14|1.78|0.73;2026-03-28T09:29:42.554+01:00|W2|1.5|1.39|0.08|1.39|0.32;2026-03-28T09:29:42.554+01:00|W3|1.7|1.63|0.04|1.63|0.44;2026-03-28T09:29:42.554+01:00|W4|1.3|0.91|0.04|0.91|0.92;2026-03-28T09:29:42.554+01:00|W5|1.1|0.89|0.04|0.89|0.60;2026-03-28T09:29:42.554+01:00|W6|1.5|1.13|0.24|1.13|0.92;2026-03-28T09:29:42.554+01:00|W7|1.7|1.43|0.06|1.43|0.89;2026-03-28T09:29:42.554+01:00|W8|1.3|0.42|0.06|0.42|1.28;2026-03-28T09:29:42.554+01:00|W9|0.9|0.40|0.08|0.40|0.65;2026-03-28T09:29:42.554+01:00|W10|0.9|0.60|0.35|0.60|0.63;2026-03-28T09:29:42.554+01:00|W11|1.1|0.58|0.03|0.58|0.81;2026-03-28T09:29:42.554+01:00|W12|1.5|-0.30|0.17|-0.30|1.45"
